"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y2","2 anni","99","totale","2020","2020",4875,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",80544,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",9846,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y2","2 anni","99","totale","2020","2020",2797,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y2","2 anni","99","totale","2020","2020",5451,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y2","2 anni","99","totale","2020","2020",41503,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y2","2 anni","99","totale","2020","2020",2349,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y2","2 anni","99","totale","2020","2020",5146,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y2","2 anni","99","totale","2020","2020",475,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",6477,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",47652,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",42563,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",2066,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",4851,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",2820,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",5250,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",7747,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",20255,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",10084,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",50181,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",500,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",5528,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",23141,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",35525,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",13350,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",8680,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",15071,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",4891,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",5251,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",4723,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",4216,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",17305,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",38514,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",24395,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",3169,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",21183,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",2047,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",5480,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",24511,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",4464,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",2293,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",4008,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",961,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",16586,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",1007,"p","dato provvisorio"
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",1942,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",10102,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",10263,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",5948,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",5013,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",461,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",5540,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",14040,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",3308,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",15974,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",32408,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",11476,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",10557,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",15822,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",83280,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",2720,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",27390,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",19852,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",8161,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",5193,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",18662,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",40717,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",18220,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",15908,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",2430,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",41438,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",1040,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y3","3 anni","99","totale","2020","2020",31045,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y3","3 anni","99","totale","2020","2020",25786,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y3","3 anni","99","totale","2020","2020",5077,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","2","femmine","Y4","4 anni","99","totale","2020","2020",4303,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","2","femmine","Y4","4 anni","99","totale","2020","2020",17853,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","2","femmine","Y4","4 anni","99","totale","2020","2020",19350,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",966,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",5312,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",39657,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",86140,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",14503,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","2","femmine","Y4","4 anni","99","totale","2020","2020",476,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",33183,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","2","femmine","Y4","4 anni","99","totale","2020","2020",2719,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",2506,"p","dato provvisorio"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",20307,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","2","femmine","Y4","4 anni","99","totale","2020","2020",41744,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",10374,"p","dato provvisorio"
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",490,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",18821,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",10381,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",5308,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",17292,"p","dato provvisorio"
"ITC3","Liguria","JAN","popolazione al 1º gennaio","2","femmine","Y4","4 anni","99","totale","2020","2020",5062,"p","dato provvisorio"
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",44396,"p","dato provvisorio"
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","2","femmine","Y4","4 anni","99","totale","2020","2020",5073,"p","dato provvisorio"
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","2","femmine","Y4","4 anni","99","totale","2020","2020",15891,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",2802,"p","dato provvisorio"
"ITE1","Toscana","JAN","popolazione al 1º gennaio","2","femmine","Y4","4 anni","99","totale","2020","2020",13430,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",48879,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",6529,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",10210,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",8315,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","2","femmine","Y4","4 anni","99","totale","2020","2020",1026,"p","dato provvisorio"
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",21978,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","2","femmine","Y4","4 anni","99","totale","2020","2020",23980,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",2137,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",50918,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",8775,"p","dato provvisorio"
"ITE3","Marche","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",6050,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",16084,"p","dato provvisorio"
"ITF3","Campania","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",26136,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","2","femmine","Y4","4 anni","99","totale","2020","2020",3184,"p","dato provvisorio"
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",4472,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",4860,"p","dato provvisorio"
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","2","femmine","Y4","4 anni","99","totale","2020","2020",2354,"p","dato provvisorio"
"ITF2","Molise","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",1111,"p","dato provvisorio"
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",36674,"p","dato provvisorio"
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",31439,"p","dato provvisorio"
"ITE4","Lazio","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",24899,"p","dato provvisorio"
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","2","femmine","Y4","4 anni","99","totale","2020","2020",5318,"p","dato provvisorio"
"ITE2","Umbria","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",3345,"p","dato provvisorio"
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",16194,"p","dato provvisorio"
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y4","4 anni","99","totale","2020","2020",5521,"p","dato provvisorio"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","1","maschi","Y4","4 anni","99","totale","2020","2020",5275,"p","dato provvisorio"
